"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Tsu"	"Vol"	"Country"	"Area"	"Region"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Missing"	"Injuries"	"Damage ($Mil)"	"Houses Destroyed"	"Total Deaths"	"Total Missing"	"Total Injuries"	"Total Damage ($Mil)"	"Total Houses Destroyed"
"[""1200 <= Year >= 2021""]"																									
	1919	11	21		1479		"INDONESIA"		170	"INDONESIA:  IRIAN JAYA REGION"	-2.55	140.75			8										
	1919	11	29	0			"ITALY"		130	"ITALY:  S"	41.6	14.2			12										
	1919	12	22				"GREECE"		130	"GREECE-ALBANIA:  IOANNINA,KONITSA"	39.4	20.5			9										
	1920	1	3	21			"MEXICO"		150	"MEXICO:  VERACRUZ: COZAUTLAN, PUEBLA: PATLANALA"	19.26	-96.97		7.8	10	648		167			648		167		
	1920	1	29		1480		"INDONESIA"		170	"INDONESIA:  N. MOLUCCAS ISLANDS"	0.87	122.92													
	1920	2	2	11	1482		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  NEW BRITAIN"	-6.5	150	60	7.7											
	1920	2	20	11			"GEORGIA"		40	"GEORGIA:  CAUCASUS:  GORI, TIFLIS"	42	44.1	11	6.2											
	1920	6	5	4			"TAIWAN"		30	"TAIWAN"	23.5	122.7		8		5		20		273	5		20		273
	1920	8	20	16	1485		"CHILE"		160	"CHILE:  OFF COAST CENTRAL"	-38	-73.5	15	7											
	1920	9	7	5			"ITALY"		130	"ITALY:  CARRARA,GARFAGNANA"	44.3	10.3	10	5.8	10	1400					1400				
	1920	9	20	14	1486		"NEW CALEDONIA"		170	"NEW CALEDONIA:  LOYALTY ISLANDS"	-19.919	168.53	35	7.8											
	1920	11	26	8			"ALBANIA"		130	"ALBANIA:  TEPELENE, DRAGOTI, PESHTANI, MARICAJ"	40.2	20	25	6.2	11	200					200				
	1920	12	16	12	3541		"CHINA"		30	"CHINA:  GANSU PROVINCE, SHANXI PROVINCE"	36.601	105.317	25	8.3	12	200000			25		200000			25	
	1920	12	17	18			"ARGENTINA"		160	"ARGENTINA:  MENDOZA"	-32.7	-68.4	10	6	8	400					400				
	1920	12	18	2	1488		"ALBANIA"		130	"ALBANIA:  ELBASAN, PEQIN"	40.5	19.5		5.6	9										
	1921	1	13	17			"ITALY"		130	"ITALY:  N"	44.3	11.9			12										
	1921	2	4	8			"GUATEMALA"		100	"GUATEMALA"	15	-91	120	7.5											
	1921	4	30	11			"MEXICO"		150	"MEXICO:  NEAR COAST OF JALISCO"	19.7	-104.3		7.7											
	1921	5	14	11	1489		"INDONESIA"		170	"INDONESIA:  SANGKULIRANG,RENDING,KARIORANG,SEKURAN"	0.7	117.9		6.2	8										
	1921	8	4		3537		"CHINA"		30	"CHINA:   LIAONING PROVINCE:  XIAOSI, DANDONG"	40.13	124.38													
	1921	8	14	13			"ERITREA"		10	"ETHIOPIA:  MESEWA (MASSAUA)"	15.6	39.6		5.9	8										
	1921	9	11	4	1490		"INDONESIA"		60	"INDONESIA:  S OF JAVA"	-11	111		7.5											
	1921	9	16	0			"CENTRAL AFRICAN REPUBLIC"		10	"CENTRAL AFRICAN REPUBLIC:  NOLA"	3.8	16.3		4.8	8										
	1921	9	24	1			"ITALY"		130	"ITALY:  CENTRAL"	43.2	13.2			12										
	1921	9	29	14			"USA"	"UT"	150	"UTAH:  ELSINORE"	38.7	-112.1		5.2	8			2					2		
	1921	10	10				"INDONESIA"		170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  SENTANI"	-2.3	138.8			7										
	1921	11	7	16			"PHILIPPINES"		170	"PHILIPPINES:  E MINDANAO:  MANAY"	7	126			8										
	1921	11	11	18	1491		"PHILIPPINES"		170	"PHILIPPINES:  MINDANAO:  E"	8	127	60	7.5	7										
	1921	11	15	20			"AFGHANISTAN"		40	"AFGHANISTAN:  HINDU KUSH"	36.5	70.5	215	7.8											
	1921	12	1	14			"ITALY"		130	"ITALY:  CENTRAL"	42.7	12			12										
	1921	12	18	15			"PERU"		160	"PERU"	-2.5	-71	650	7.6											
	1922	1	6	14	1494		"PERU"		160	"PERU"	-16.5	-73	33	7.2											
	1922	1	16	22			"COLOMBIA"		160	"COLOMBIA:  CAQUETA, PUTUMAYO"	2.5	-71	600	7.6											
	1922	1	17	3			"PERU"		160	"PERU"	-2.5	-71	650	7.6											
	1922	1	19	21	1495		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  BISMARCK SEA"	-7.111	143.53	15	6.9											
	1922	1	27	20			"PHILIPPINES"		170	"PHILIPPINES:  CEBU I:  CEBU; MACTAN I"	10.2	123.5			8										
	1922	1	31	13			"USA"	"CA"	150	"CALIFORNIA:  NORTHERN"	41	-125.5		7.6											
	1922	2	16	3			"NICARAGUA"		100	"NICARAGUA"	11.7	-70.85		6.4											
	1922	2	22		1496		"INDONESIA"		170	"INDONESIA:  BANDA"	-3.3	128.9													
	1922	2	27	20	1498		"PHILIPPINES"		170	"PHILIPPINES:  CEBU ISLAND, MACTAN ISLAND"	10.2	124.1		6.3	5	5					5				
	1922	3	1	9	1499		"PHILIPPINES"		170	"PHILIPPINES:  SIATON,ZAMBOANGUITA"	9	123.25		6	8										
	1922	3	24	12			"SERBIA"		130	"BALKANS NW:  SERBIA"	44.4	20.4	12	6	10										
	1922	4	10		1500		"INDONESIA"		60	"SW. SUMATRA"	-1	100.35													
	1922	5	27	2			"ITALY"		130	"ITALY:  N"	45.2	12.7			12										
	1922	7	8		1502		"INDONESIA"		60	"LHOKNGA, ACEH"	5.5	95.2													
	1922	8	25	11			"ALGERIA"		15	"ALGERIA: BORDJ ABOU EL HASEN, DAHRA"	36.3	1.3		5.1	10										
	1922	9	1	19	1503		"TAIWAN"		30	"TAIWAN"	24.5	122		7.6		5		7		139	5		7		139
	1922	10	11	14			"PERU"		160	"PERU:  CARAVELI"	-16	-72.5		7.4	7										
	1922	10	24	21			"RUSSIA"		50	"RUSSIA:  KURIL ISLANDS"	47	151.8	90	7.5											
	1922	11	7	23	1504		"CHILE"		160	"CHILE:  NORTHERN"	-28	-72	33												
	1922	11	11	4	1505		"CHILE"		160	"CHILE:  ATACAMA"	-28.553	-70.755	35	8.7	11	500					700				
	1922	12	6	13			"AFGHANISTAN"		40	"AFGHANISTAN:  HINDU KUSH"	36.5	70.5	230	7.5											
	1922	12	7	16			"JAPAN"		30	"JAPAN:  KYUSHU"	32.7	130.3				27									
	1922	12	25	3	1506		"NEW ZEALAND"		170	"SE. NEW ZEALAND"	-43	173		6.3	7										
	1923	1	22	9	1507		"USA"	"CA"	150	"CALIFORNIA:  NORTHERN"	40.8	-124.5		7.2	8										
	1923	2	3	16	1508		"RUSSIA"		50	"RUSSIA:  KAMCHATKA"	54	161	19	8.3	11						3			1.5	
	1923	2	4				"IRAN"		140	"IRAN:  BODZHNURD"	37.6	57.3	10	5.5	8										
	1923	2	15		5720	7444	"VIETNAM"		30	"VIETNAM: THUAN HAI PROVINCE"	10.1	109	17	6.1											
	1923	2	24	0			"ECUADOR"		160	"ECUADOR"	-0.4	-78.3		6.8	9										
	1923	2	24	7			"RUSSIA"		50	"RUSSIA:  KAMCHATKA PENINSULA"	55	162.4	20	7.7											
	1923	3	2	16	1512		"PHILIPPINES"		170	"PHILIPPINES:  MINDANAO ISLAND"	6.5	124	22	7.2	7										
	1923	3	15				"CROATIA"		130	"BALKANS NW:  CROATIA:  PODGORA"	43.2	17.1			10										
	1923	3	24	12			"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	31.5	101	13	7.3	10	4800					4800				
	1923	4	13	15	1517		"RUSSIA"		50	"RUSSIA:  NEAR KAMCHATKA"	56.5	162.5	20	7.2	10						18				
	1923	5	4	22	1518		"CHILE"		160	"CHILE:  VALLENAR"	-28.75	-71.75	60	7											
	1923	5	9	9			"ITALY"		130	"ITALY:  CENTRAL"	43.7	12			12										
	1923	5	15				"INDONESIA"		60	"INDONESIA:  JAVA:  MAOS"	-7.7	109.2			9										
	1923	5	25	22			"IRAN"		140	"IRAN:  TURBAT-HAKLARI"	31.308	56.1	15	6	10	2200					2200				
	1923	6	1	17	1521		"JAPAN"		30	"KASHIMA, JAPAN"	35.4	141.8	40												
	1923	7	18	2	1522		"PHILIPPINES"		170	"PHILIPPINES:  BUTUAN, CAMIGUIN ISLAND"	9.3	125		5.5	5										
	1923	8	12	12	1524		"CHILE"		160	"CHILE:  NORTHERN"	-18.5	-70.3	33												
	1923	9	1	2	1526		"JAPAN"		30	"JAPAN:  TOKYO, YOKOHAMA"	35.1	139.5	35	7.9		142807	43476	47000	600		142807	43476	47000	600	695000
	1923	9	2	2	1527		"JAPAN"		30	"JAPAN:  NEAR S COAST HONSHU"	34.9	140.2	20	7.7											
	1923	9	9	22			"BANGLADESH"		60	"BANGLADESH:  MYMENSINGH"	24.969	90.752	15	6.9		50					50				
	1923	9	17	7			"IRAN"		140	"IRAN:  QALEH JAQ KMEN:  BODZHNURD"	37.2	57.7		6.4	9	157					157				
	1923	9	22	20			"IRAN"		140	"IRAN:  SIRJAN"	29.222	56.839	15	6.7	8	290					290				
	1923	10	7	3			"INDONESIA"		170	"INDONESIA:  DJAILOLO GILOLO"	-1.75	128.75		7.5											
	1923	11	2	21	1528		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:   BISMARCK ARCHIPELAGO"	-4.653	154.232	145	7.1											
	1923	11	4	0	1529		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:   BISMARCK ARCHIPELAGO"	-4.539	153.107	149	7.1											
	1923	12	14	10			"COLOMBIA"		160	"COLOMBIA:  IPIALES"	0.87	-77.78	10	6.2	9	300					300				
	1923	12	15	18			"ITALY"		130	"ITALY:  S"	41.7	13.5			12										
	1923	12	22	9			"COLOMBIA"		160	"COLOMBIA:  GACHALA,GACHETA,UBALA,MEDINA"	4.64	-73.36	15	5.9	8	7					7				
	1924	1	15				"JAPAN"		30	"JAPAN:  SAGAMI"	35.5	139.5				14									
	1924	3	3	8			"ECUADOR"		160	"ECUADOR"	-1.6	-78.6		6.9		40									
	1924	3	15	10	1531		"RUSSIA"		50	"RUSSIA:  SAKHALIN ISLAND"	49.179	142.436	15	6.8											
	1924	3	16				"ALGERIA"		15	"ALGERIA:  BATNA"	35.1	5.2		5.6	9										
	1924	4	14	16	1536		"PHILIPPINES"		170	"PHILIPPINES: E MINDANAO: MATI,SURIGA"	6.5	126.5	33	8.3	9										
	1924	5	6	16	1538		"PHILIPPINES"		170	"PHILIPPINES:  AGNO"	16	118		6.5											
	1924	5	13	1			"TURKEY"		140	"TURKEY:  ERZURUM"	39.7	42.8		5.3	9	50					50				
	1924	6	26	1	1543		"AUSTRALIA"	"TAS"	170	"AUSTRALIA:  MACQUARIE ISLAND"	-56	157.5		7.8											
	1924	6	30	15			"RUSSIA"		50	"RUSSIA:  KURIL ISLANDS"	44.737	147.416	120	7.6											
	1924	7	3	4			"CHINA"		40	"CHINA: XINJIANG"	36.8	83.8	33	7.3		100					100				
	1924	7	24	4			"AUSTRALIA"	"TAS"	170	"AUSTRALIA:  MACQUARIE ISLAND:  NORTH OF"	-49.5	159	50	7.5											
	1924	8	28		1545		"ICELAND"		120	"ICELAND: REYKJAVIK"	64.15	-21.95													
	1924	8	30	3	1546		"PHILIPPINES"		170	"PHILIPPINES:  MINDANAO:  SURIGAO,BUTUAN"	8.5	126.5	33	7.3	9										
	1924	9	13	14			"TURKEY"		140	"TURKEY:  ERZURUM"	40	42		6.8	10	60				380	60				380
	1924	10	24	2			"ITALY"		130	"ITALY:  CENTRAL"	43.8	13.2			12										
	1924	11	12				"INDONESIA"		60	"INDONESIA:  JAVA"	-7.3	109.8				60									
	1924	11	28	8			"ITALY"		130	"ITALY:  CENTRAL"	42.5	12.7			12										
	1924	12	2				"INDONESIA"		60	"INDONESIA:  JAVA:  WONOSOBO"	-7.3	109.9			9	727									
	1925	1	8		1549		"INDONESIA"		60	"INDONESIA:  BANDA SEA"	-8	115			3										
	1925	1	9	17			"TURKEY"		140	"TURKEY:  ARDAHAN"	41.2	42.8		5.8	8	200					200				
	1925	2	23	23	1550		"USA"	"AK"	150	"ALASKA:  GULF OF ALASKA"	60	-146		6.8											
	1925	3	1	23			"ITALY"		130	"ITALY:  N"	46.1	12.2			12										
	1925	3	16	14			"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  TALIFU"	25.7	100.4	26	7		5000					5000				
	1925	3	20	2			"ITALY"		130	"ITALY:  CENTRAL"	43.2	10.9			12										
	1925	3	22	8			"VANUATU"		170	"VANUATU ISLANDS"	-18.5	168.5	50	7.6											
	1925	5	5	10	1554		"PHILIPPINES"		170	"W. LUZON ISLAND, PHILIPPINES"	9.3	122.7	33	6.8	9	17					17				
	1925	5	7	4			"ITALY"		130	"ITALY:  CENTRAL"	43.2	10.8			12										
	1925	5	15	11	1555		"CHILE"		160	"CHILE:  NORTHERN"	-26	-71.5	50	7.1											
	1925	5	23	2			"JAPAN"		30	"JAPAN:  HONSHU:  TAJIMA"	35.75	134.75		6.8		395				3333	395				3333
	1925	5	25	3	1556		"PHILIPPINES"		170	"PHILIPPINES:  LUZON:  W"	12.2	122.1	10	6.3	7										
	1925	6	28	1			"USA"		150	"MONTANA:  CLARKSTON VALLEY"	46.4	-111.24	25	6.7	8				0.15					0.15	
	1925	6	29	14			"USA"	"CA"	150	"CALIFORNIA:  SANTA BARBARA"	34.418	-120.196	10	6.8	9	13			8		13			8	
	1925	7	19	5			"ITALY"		130	"ITALY:  S"	40.2	16.1			12										
	1925	8	7	6			"TURKEY"		140	"TURKEY:  DINAR"	38	30.5		5.9	8	3				2043	3				2043
	1925	10	5	1			"NICARAGUA"		100	"NICARAGUA:  MANAGUA"	12.2	-85.2	135	6.7											
	1925	10	13	17			"ATLANTIC OCEAN"		70	"NORTH ATLANTIC RIDGE"	11	-42	60	7.5											
	1925	10	14	17			"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	27	100		5.8	7	12				500	12				500
	1925	11	13	12	1559		"PHILIPPINES"		170	"PHILIPPINES:  SAMAR I,  LAOANG I, BATAG I"	13	125	22	7.3	9										
	1925	11	16	11	1560		"MEXICO"		150	"S. MEXICO"	18.5	-107	80	7											
	1925	12	4				"ITALY"		130	"ITALY:  N"	44.2	12.2			12										
	1925	12	14				"IRAN"		140	"IRAN:  BAJESTAN"	34.6	58.1		5.5		500									
	1925	12	18	5			"IRAN"		140	"IRAN:  AHRAM,DOMRUBAH,MAHMUDABADI,AB GARM"	28.5	51.2		5.5		2									
	1926	1	25	0	1563		"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS:  GUADALCANAL"	-10.061	159.215	15	7.5											
	1926	3	20	9	1565		"USA"	"HI"	150	"HAWAII"	20.5	-155.5													
	1926	4	12	8			"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS"	-10	161	60	7.5											
	1926	6	19	22			"ITALY"		130	"ITALY:  S"	41.5	13.8			12										
	1926	6	26	19			"GREECE"		130	"GREECE:  RHODES ISLAND; LOWER EGYPT"	36.5	27.5	100	7.9	11										
	1926	6	28	3	1567		"INDONESIA"		60	"INDONESIA:  SUMATERA"	-0.7	100.6		5.8	9										
	1926	6	29	12			"ITALY"		130	"ITALY:  N"	44.6	10.7			12										
	1926	6	29	14			"JAPAN"		30	"JAPAN:  RYUKYU ISLANDS"	27	127	130	7.5											
	1926	7	5				"INDONESIA"		60	"INDONESIA:  SUMATRA"	-0.3	100.4													
	1926	8	17	1	3419		"ITALY"		130	"ITALY:  SALINA ISLAND"	38.567	14.833	100	5.3	7										
	1926	8	31	10	1570		"AZORES (PORTUGAL)"		130	"AZORES:  FAYAL ISLAND"	37.973	-28.59	10	5.8	10	9		200			9		200		
	1926	9	16	17	1572		"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS"	-9.674	159.519	35	6.9											
	1926	10	3	19			"AUSTRALIA"	"TAS"	170	"AUSTRALIA:  MACQUARIE ISLAND:  NORTH OF"	-49	161	50	7.9											
	1926	10	12				"MONTENEGRO"		130	"BALKANS NW:  MONTENEGRO: BERANE, CRNA GORA"	42.6	18.5							1.1						
	1926	10	22	19			"TURKEY"		140	"TURKEY; ARMENIA"	40.7	43.7	7	5.7	9	360									
	1926	10	26	3			"INDONESIA"		170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA"	-3.5	138.5		7.9											
	1926	11	5	7			"NICARAGUA"		100	"NICARAGUA:  MANAGUA,GRANADA,MASAYA,CHINANDEGA"	12.3	-85.8	135	7											
	1926	11	22				"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	25.6	100.3		5.5	7										
	1926	12	9	22	1573		"CHILE"		160	"CHILE:  VALLENAR"	-28	-71	33	6											
	1926	12	13				"INDONESIA"		60	"INDONESIA:  JAVA:  PRUPUK,MARGARSARI,DUBUKTENGAH"	-7.1	109			9										
	1926	12	17	6			"ALBANIA"		130	"ALBANIA:  DURRES"	41	19.5		5.8	10										
	1926	12	18	14	1926		"PORTUGAL"		130	"PORTUGAL:  LISBON"	38.7	-9.2			6										
	1926	12	18				"MOROCCO"		15	"MOROCCO:  FES (FEZ)"	34	-4.6													
	1927	1	1	8	1575		"USA"	"CA"	150	"CALIFORNIA, MEXICO"	32.5	-115.5		5.8					1		1			3	
	1927	3	7	9	1576		"JAPAN"		30	"JAPAN:  HONSHU:  SW"	35.6	135.1	10	7.3		3022		3295	40	15594	3022		3295	40	15594
	1927	3	14	17			"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  XUNDIAN"	26	103		6	8										
	1927	3	20				"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  XINPING"	24.1	102		5	6	7					7				
	1927	4	17	19			"ITALY"		130	"ITALY:  S"	41.5	13.8			12										
	1927	5	15	2			"SERBIA"		130	"BALKANS NW:  SERBIA"	44.1	20.5	12	5.9	10										
	1927	5	22	22			"CHINA"		30	"CHINA:  GANSU PROVINCE"	36.75	102	27	7.6	11	40912		524		26674	40912		524		26674
	1927	6	20	17			"ITALY"		130	"ITALY:  N"	45	7			12										
	1927	6	26	11	2298		"UKRAINE"		110	"UKRAINE:  CRIMEA:  SEBASTOPOL"	44.4	34.4	27	6	7										
	1927	7	1	8			"GREECE"		130	"GREECE:  OETYLOS (LACONIA)"	36.75	22.75	120	7.3	10										
	1927	7	11	13	4416		"ISRAEL"		140	"ISRAEL; JORDAN: DAMIYA"	32	35.5	33	6.3		268					268				
	1927	8	5	21	1578		"JAPAN"		30	"SANRIKU, JAPAN"	37.9	142	10	6.9											
	1927	8	14	19			"SLOVENIA"		130	"BALKANS NW:  SLOVENIA"	45.8	14.2			12										
	1927	8	16	1			"ITALY"		130	"ITALY:  CENTRAL"	42.9	13.1			12										
	1927	8	18	19	1579		"JAPAN"		30	"KASHIMA, JAPAN"	34.2	142	20	6.9											
	1927	8	24	18			"TAIWAN"		30	"TAIWAN"	23	120.5		6.8		30		190		200	30		190		200
	1927	9	11	22	2299		"UKRAINE"		110	"UKRAINE:  CRIMEA:  SEBASTOPOL"	44.4	34.5	17	6.8	9	11		122			11		122		
	1927	9	24	6			"UKRAINE"		110	"UKRAINE:  CRIMEA:  SEBASTOPOL"	44.4	34.3	23	5.7	7										
	1927	10	17	23			"ITALY"		130	"ITALY:  S"	41.9	13.5			12										
	1927	10	24	15	1584		"USA"	"AK"	150	"ALASKA:  SE ALASKA"	57.69	-136.07	0	7.1	7										
	1927	10	30	23			"ITALY"		130	"ITALY:  N"	44.5	9.6			12										
	1927	11	4	13	1585		"USA"	"CA"	150	"CALIFORNIA:  S:  OFF COAST"	34.813	-120.774	10	7.3	8										
	1927	11	15	17			"ITALY"		130	"ITALY:  N"	44.5	9.6			12										
	1927	11	21	23	1586		"CHILE"		160	"CHILE:  SOUTHERN"	-44.6	-73	33	7.1											
	1927	11	23	3			"ITALY"		130	"ITALY:  N"	45.8	11.8			12										
	1927	11	24				"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  FUMIN"	25.2	102.5		5.5	7										
	1927	12	1	4	1587		"INDONESIA"		170	"INDONESIA:  SULAWESI:  DONGGALA"	-0.7	119.7		6.3	7						50		50		
	1927	12	28	18	1589		"RUSSIA"		50	"RUSSIA:  KAMCHATKA"	55.663	160.039	35	7.5											
	1928	1	6	19			"KENYA"		10	"KENYA: SUBUKIA"	0.278	35.628		6.9											
	1928	1	25	20			"ITALY"		130	"ITALY:  CENTRAL"	42.9	11.6			12										
	1928	2	7				"FRANCE"		120	"FRANCE:  CAURO,COTI-CHIAVARI"	44.2	9.2			6										
	1928	2	9		1591		"CANADA"	"BC"	150	"BRITISH COLUMBIA"	49	-125	33	5.8											
	1928	2	10	4			"MEXICO"		150	"MEXICO:  OAXACA,COLIMA,PUEBLA,GUERRERO,MORELOS"	17.8	-97.6	100	7.7											
	1928	3	7	10			"ITALY"		130	"ITALY:  SICILY,CALABRIA"	38.8	16		6											
	1928	3	8	18			"IRAN"		140	"IRAN:  NEHBANDAN"	31.6	60		5		4									
	1928	3	9	18			"INDIAN OCEAN"		60	"INDIAN OCEAN:  S"	-2.5	88.5	33	8.1											
	1928	3	16	5			"NEW CALEDONIA"		170	"NEW CALEDONIA:  LOYALTY ISLANDS"	-22	170.5	60	7.5											
	1928	3	22	4	1592		"MEXICO"		150	"MEXICO:  OAXACA"	15.67	-96.1	60	7.7											
	1928	3	27	8			"ITALY"		120	"ITALY:  TOLMEZZO"	46.4	13	33	5.8	9			40					40		
	1928	3	31	0	1594		"TURKEY"		140	"TURKEY:  TEPEKOY, TORBALI"	38.1	27.4		6.5	9	170		700		2600	170		700		2600
	1928	4	9	17	1596		"PERU"		160	"PERU"	-13	-69.5	30	6.9	9						10				
	1928	4	14	8			"BULGARIA"		110	"BULGARIA:  CHIRPAN"	42.2	25.3	7	6.8	10	127		1735		74750	127		1735		74750
	1928	4	16	21			"MEXICO"		150	"MEXICO:  OAXACA"	17.75	-97.1		7.8											
	1928	4	18	19			"BULGARIA"		110	"BULGARIA:  POPOVITSA"	42.1	25	10	7	11										
	1928	4	22	20	1597		"GREECE"		130	"GREECE:  CORINTH (CORINTHIA)"	38	23	29	6	9	20				3000	20				3000
	1928	4	24	11	3402		"GREECE"		130	"GREECE:  AEGEAN SEA"	38	23.5		5											
	1928	4	25	0	1598		"GREECE"		130	"GREECE"	38	23		5.2	6										
	1928	4	27	20	1599		"PERU"		160	"PERU:  ESQUILAYA"	-13	-69.5		6.8	5										
	1928	5	3	1	1600		"TURKEY"		140	"TURKEY:  WESTERN"	40.8	26.8		4.3	7										
	1928	5	14	22			"PERU"		160	"PERU:  CHACAHPOYAS,HUANCABAMBA,CAJAMARCA,PINPINCOS"	-5.435	-78.665		7.3	10	29					29				
	1928	5	18		1601		"TONGA"		170	"TONGA ISLANDS:  LIFUKA ISLAND"	-19.83	-174.36													
	1928	5	27	9	1602		"JAPAN"		30	"SANRIKU, JAPAN"	40	143.2	40												
	1928	6	15	6	1603		"PHILIPPINES"		170	"PHILIPPINES:  SW MINDORO"	12.4	120.9	33	7	8										
	1928	6	17	3	1605		"MEXICO"		150	"MEXICO:  OAXACA"	16.028	-97.036	35	7.7		4					4				
	1928	7	18	19	1606		"PERU"		160	"PERU"	-5.5	-79	70	7	6										
	1928	7	19	20			"CHINA"		30	"CHINA: SICHUAN PROVINCE"	31.5	120.5		5.8	7	6		10			6		10		
	1928	8	21	19			"IRAN"		140	"IRAN:  SHIRVAN"	36.893	59.044	15	5.6	8	30					30				
	1928	10	9	3			"MEXICO"		150	"MEXICO:  OAXACA"	16	-97	60	7.6											
	1928	11	20	20	1608		"CHILE"		160	"CHILE:  NORTHERN"	-22.5	-70.5	33	7.1											
	1928	12	1	4	1609		"CHILE"		160	"CHILE:  TALCA, CHILLAN, SANTIAGO, SAN FERNANDO"	-35	-72	25	7.6	9	279					279				
	1928	12	19	11	1611		"PHILIPPINES"		170	"PHILIPPINES:  COTABATO,N COAST OF ILLANA BAY"	7	124		7.3	7	93					97		102		
	1929	1	13	0			"RUSSIA"		50	"RUSSIA:  KURIL ISLANDS"	49.8	154.8	140	7.7	7										
	1929	1	13	18			"CHINA"		30	"CHINA:  NEI MONGOL"	40.7	111.6		6	8	2				100	2				100
	1929	1	17	11	1612		"VENEZUELA"		90	"VENEZUELA: CUMANA"	10.5	-64.2		6.9	9	50		800			50		800		
	1929	1	19	11			"MYANMAR (BURMA)"		60	"MYANMAR (BURMA):  HTAWGAW"	25.5	98		5.5	9										
	1929	2	1	17			"AFGHANISTAN"		40	"AFGHANISTAN:  HINDU KUSH"	36.5	70.5	220	7.1											
	1929	3	7	1	1613		"USA"	"AK"	150	"ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS"	51	-170	50	7.8	5										
	1929	5	1	15			"IRAN"		140	"IRAN:  KOPET-DAGH"	38.09	57.705	10	7.2	9	3800		1121			3800		1121		
	1929	5	18	6			"TURKEY"		140	"TURKEY:  SUSEHRI"	40.2	37.9	10	6.5	8	64									
	1929	5	21	16	1614		"JAPAN"		30	"JAPAN:  HIUGANADA"	31.7	132.2	30	6.8											
	1929	5	26	22	1616		"CANADA"	"BC"	150	"CANADA: QUEEN CHARLOTTE ISLANDS"	51	-131	33	7											
	1929	6	4				"MYANMAR (BURMA)"		60	"MYANMAR (BURMA):  MYITKYINA"	25.2	97.2													
	1929	6	13	9	1617		"PHILIPPINES"		170	"PHILIPPINES:  MINDANAO:  HINATUAN,EBRO"	8.5	127		7.2	10										
	1929	6	16	22	1618		"NEW ZEALAND"		170	"NEW ZEALAND:  SOUTH ISLAND"	-41.75	172.25		7.5		17					17				
	1929	6	27	12			"SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS"		70	"SOUTH SANDWICH ISLANDS"	-54	-29.5	10	7.8											
	1929	7	13	7			"IRAN"		140	"IRAN:  FARUJ"	37.866	58.404	15	5.9	7	21					21				
	1929	7	15	7			"IRAN"		140	"IRAN:  MASJED SOLEYMAN,ANDARKAH"	32.2	49.7	65	6.2		6									
	1929	7	23	18			"ICELAND"		120	"ICELAND"	63.9	-21.7	33	6.3	10										
	1929	8	12	11	2365		"USA"	"NY"	150	"NEW YORK:  ATTICA"	42.9	-78.3													
	1929	10	19	10			"CHILE"		160	"CHILE"	-23	-69	100	7.5											
	1929	11	18	20	1622		"CANADA"		150	"CANADA:  GRAND BANKS"	44.69	-56	18	7.3	6						28			1	
	1929	12	17	10			"USA"	"AK"	150	"ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS"	52.5	171.5	25	7.8											
	1930	1	3		3569		"CHINA"		30	"CHINA:  JIANGSU PROVINCE"	32.2	119.4		5.5	7										
	1930	1	28	6			"ALBANIA"		130	"ALBANIA: KORCE, POLENA, LAVDAR, MOSKOPOJE, SHIPSKE"	40.4	20.5	33	5.6	10										
	1930	2	14	18			"GREECE"		130	"GREECE:  AITANIA-VATHIA (CRETE)"	35.8	24.8	130	6.7	11										
	1930	2	16		3619		"SPAIN"		130	"SPAIN:  OFF SOUTHERN COAST"	36	-3													
	1930	3	26				"ITALY"		130	"ITALY:  FILICUDI ISLAND"	38.6	14.6			9										
	1930	3	31				"NICARAGUA"		100	"NICARAGUA:  MANAGUA"	12.1	-86.2				1000			15						
	1930	5	5	13	3052		"MYANMAR (BURMA)"		60	"MYANMAR (BURMA):  PEGU, RANGOON"	17.3	96.5		7.3	9	500					500				
	1930	5	6	22			"IRAN"		140	"IRAN:  SALMAS"	38.094	44.797	15	7.1	9	2539					2539				
	1930	5	14	19			"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	26.8	103		6	8	42					42				
	1930	6	19	13	1625		"INDONESIA"		60	"JAVA-S. JAVA SEA"	-5.6	105.3	33	6											
